day(d),hourOfDay,scenario,age(dd),age(days),Ta (degree),rh,cca (ppm),wind (m/s),soil water content,LAI per vine(m2),hourlyabsRad(J/m2),assimilatedCO2(umolco2/m2/s),biomBerry(kg/vine),freshWeightBerry(kg/vine),biomBerry(t/ha),freshWeightBerry(t/ha),berrySugarConcentration(gsugar/gh20),sourceLoading_b,SYNTHESIS_RATE,SYNTHESIS_RATE,KM_ROOTS,KM_BERRY,KM_RESERVES,KM_SECONDARY,HYDROLYSIS_RATE
33,6,1,453.3010648886361,64.58333525806665,27.6,0.35,400.0,2.6111112,0.32969415,0.29870664700865746,2711.714803547907,0.12046796859360384,0.4184702307012562,2.75546551907904,2.092351153506281,13.777327595395198,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,7,1,454.098713159561,64.66666859388351,29.143559,0.32,400.0,3.1111112,0.32656828,0.29870664700865746,8054.173749551304,0.34967703764955016,0.41873503210755175,2.757209134492801,2.093675160537759,13.786045672464006,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,8,1,454.9653797944385,64.75000192970037,30.8,0.29,400.0,3.6111112,0.32344392,0.29870664700865746,12933.462228421347,0.4883047526271606,0.4190604156396317,2.7593516599040355,2.095302078198159,13.796758299520178,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,9,1,455.90106495221437,64.83333526551723,32.456444,0.26,400.0,4.111111,0.32122043,0.29870664700865746,16974.838909251685,0.5396882141545654,0.4194018677374648,2.761599990640536,2.097009338687324,13.80799995320268,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,10,1,456.90106495221437,64.9166686013341,34.0,0.21333334,400.0,5.3055553,0.32001504,0.29870664700865746,19862.78206911906,0.5122815716305505,0.41971204049656763,2.7636423589620134,2.098560202482838,13.818211794810068,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,11,1,457.9562935034432,65.00000193715096,35.325485,0.16666667,400.0,6.5,0.3198537,0.29870664700865746,21363.035987625834,0.4562673016807247,0.41994930828158744,2.76520467606953,2.0997465414079373,13.82602338034765,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,12,1,459.0539003213245,65.08333527296782,36.342564,0.12,400.0,7.6944447,0.3202462,0.29870664700865746,21363.585121377102,0.4030595599472798,0.4200947570719238,2.7661624004120524,2.100473785359619,13.830812002060263,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,13,1,460.17814723650594,65.16666860878468,36.981926,0.13,400.0,7.361111,0.32077408,0.29870664700865746,19868.20647117982,0.3833995054144319,0.4201699998562722,2.766657845207453,2.100849999281361,13.833289226037264,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,14,1,461.31148060162843,65.25000194460154,37.2,0.14,400.0,7.0277777,0.32104734,0.29870664700865746,16983.97004506264,0.3747843917676799,0.42021942084858205,2.766983263433739,2.10109710424291,13.834916317168695,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,15,1,462.4357275168099,65.3333352804184,36.981926,0.15,400.0,6.6944447,0.3212864,0.29870664700865746,12940.870089889953,0.3556022915664559,0.420294627685605,2.7674784715298286,2.101473138428025,13.837392357649142,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,16,1,463.5333343346912,65.41666861623526,36.342564,0.18333334,400.0,6.6944447,0.32173783,0.29870664700865746,8055.373788028966,0.2719997331366593,0.420438372877588,2.7684249783324244,2.10219186438794,13.842124891662122,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,17,1,464.58856288592,65.50000195205212,35.325485,0.21666667,400.0,6.6944447,0.3231108,0.29870664700865746,2714.2530938475907,0.08918517904757851,0.42062117052887277,2.7696286305593456,2.103105852644364,13.848143152796728,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,18,1,465.58856288592,65.58333528786898,34.0,0.25,400.0,6.6944447,0.32549244,0.29870664700865746,2.8404105026699977E-6,-0.05301355005345986,0.42077590451726693,2.770647494359849,2.1038795225863347,13.853237471799245,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,19,1,466.5242480436959,65.66666862368584,32.456444,0.27,400.0,6.0,0.32691142,0.29870664700865746,0.0,0.0,0.42090714832260345,2.771511684339604,2.104535741613017,13.85755842169802,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,20,1,467.3909146785734,65.7500019595027,30.8,0.29,400.0,5.3055553,0.32969415,0.29870664700865746,0.0,0.0,0.42102933869148096,2.772316260922366,2.105146693457405,13.86158130461183,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,21,1,468.18856294949825,65.83333529531956,29.143559,0.31,400.0,4.611111,0.32969415,0.29870664700865746,0.0,0.0,0.4211422728994928,2.7730598892458893,2.1057113644974637,13.865299446229447,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,22,1,468.92189629872615,65.91666863113642,27.6,0.31,400.0,4.611111,0.32969415,0.29870664700865746,0.0,0.0,0.4212466592820744,2.773747233426582,2.106233296410372,13.86873616713291,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,23,1,469.6000011761981,66.00000196695328,26.274517,0.31,400.0,4.611111,0.32969415,0.29870664700865746,0.0,0.0,0.4213437025783146,2.7743862262079784,2.106718512891573,13.871931131039892,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,0,1,469.89272562662734,66.08333530277014,17.025387,0.43,400.0,5.6944447,0.32969415,0.29870664700865746,0.0,0.0,0.4214128514571403,2.7748415449793233,2.1070642572857015,13.874207724896618,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,1,1,470.1504849592842,66.166668638587,16.186224,0.44333333,400.0,5.0,0.32969415,0.29870664700865746,0.0,0.0,0.42147811309519184,2.7752712677652616,2.107390565475959,13.876356338826307,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,2,1,470.396318276723,66.25000197440386,15.9,0.45666668,400.0,4.3055553,0.32969415,0.29870664700865746,0.0,0.0,0.4215407001473593,2.7756833794318423,2.1077035007367964,13.878416897159212,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,3,1,470.65407760937984,66.33333531022072,16.186224,0.47,400.0,3.6111112,0.32969415,0.29870664700865746,0.0,0.0,0.4216009360428707,2.7760800096361327,2.1080046802143535,13.880400048180665,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,4,1,470.9468020598091,66.41666864603758,17.025387,0.49,400.0,2.9074075,0.32969415,0.29870664700865746,0.0,0.0,0.42166006227854685,2.7764693331571992,2.1083003113927345,13.882346665785995,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,5,1,471.29514805475844,66.50000198185444,18.360304,0.51,400.0,2.2037036,0.32969415,0.29870664700865746,0.0,0.0,0.4217202551506531,2.776865680068915,2.1086012757532653,13.884328400344573,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,6,1,471.71598140398635,66.5833353176713,20.1,0.53,400.0,1.5,0.32969415,0.29870664700865746,4230.016479350935,0.21326996732786369,0.42187774878375206,2.7779027150683966,2.1093887439187604,13.889513575341983,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
34,7,1,472.22122804323806,66.66666865348816,22.12592,0.49333334,400.0,2.2037036,0.32712308,0.29870664700865746,12550.372739461542,0.4601550278400706,0.42215365975239555,2.779719482677311,2.1107682987619776,13.898597413386556,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
