leafDM,internodeDM,woodDM,rootDM,berryDM,leafNSC,intNSC,trunkNSC,fineRootNSC,berrySugar,KM_BERRY,KM_ROOTS,KM_SECONDARY,HYDROLYSIS_RATE,day,hourOfDay,scenario,structuralRootDM,structuralRootNSC,cordonDM,cordonNSC
0.0,99649.22044661875,122777.92943819579,30383.57684275299,205750.53052966064,0.0,7429.109247313791,9623.118008932845,3579.7618571587477,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,13,2,273451.99855191517,32217.854805522533,49806.84488281311,3902.6463640071916
0.0,99611.59858415466,122714.51036571818,30355.550929848352,206120.6643610833,0.0,7405.023323796668,9591.918518266455,3567.701190213916,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,14,2,273201.62794924673,32109.30880580184,49784.21095305002,3889.993753820704
0.0,99573.07112285428,122651.5004624932,30327.959240489185,206488.31145952747,0.0,7381.205261737086,9561.066123924033,3555.8352411978517,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,15,2,272954.70474846323,32002.515305572124,49761.46668591231,3877.481921050744
0.0,99533.58032207767,122590.37750131621,30301.64360838407,206844.72958579,0.0,7358.307067641035,9531.406207403914,3544.5358727064554,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,16,2,272718.4626923669,31900.82102515635,49738.931037694456,3865.453629182698
0.0,99495.14356973446,122533.44286739267,30277.46263361031,207176.30179230822,0.0,7337.138528862015,9503.988067618386,3534.171281077211,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,17,2,272500.8814255225,31807.539731689663,49717.5711261349,3854.334407538222
0.0,99459.76958288856,122482.46915420087,30255.995930852616,207472.47704143464,0.0,7318.279068459269,9479.562244317309,3524.983205103093,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,18,2,272307.4763702601,31724.84706717816,49698.23336528456,3844.4286563443484
0.0,99428.53878458832,122438.20693320174,30237.44850702559,207728.77201864333,0.0,7301.951703891136,9458.417410767452,3517.05273838319,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,19,2,272140.2617233467,31653.47287646395,49681.32742594388,3835.8534680596085
0.0,99401.65935511187,122400.49660676964,30221.693036489945,207946.15072801276,0.0,7288.066452701787,9440.436683363096,3510.3207909525477,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,20,2,271998.16874602763,31592.885357602434,49666.86387529688,3828.5614556037353
0.0,99378.75841708334,122368.56866976469,30208.376395414372,208129.22911331206,0.0,7276.323224450207,9425.230969770626,3504.633605515595,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,21,2,271878.04919048876,31541.700693109007,49654.5866157602,3822.394832114037
0.0,99359.16173308318,122341.35036847234,30197.03482191889,208284.42376754046,0.0,7266.318631070062,9412.277403100208,3499.791426729305,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,22,2,271775.7365989458,31498.1210887478,49644.104203364084,3817.1415558327453
0.0,99342.09223580471,122317.69128022107,30187.180682577255,208418.5913956243,0.0,7257.625252264588,9401.022087993846,3495.585090311371,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,1,23,2,271686.8396149644,31460.264066031137,49634.984834361254,3812.5769984743556
0.0,99321.3233339335,122288.81596547189,30175.14560680636,208583.58583452992,0.0,7247.009871262162,9387.27736495696,3490.4464082677255,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,0,2,271578.27336981177,31414.015928076515,49623.868784405815,3807.0028738966676
0.0,99301.68495500012,122261.54593198137,30163.78294124713,208739.08183717486,0.0,7236.986715740095,9374.299753564224,3485.5953396280634,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,1,2,271475.7703810688,31370.356316462094,49613.365450366095,3801.739848304819
0.0,99282.43610123264,122234.8288075248,30152.65178407947,208891.30703253,0.0,7227.167537251989,9361.586345518754,3480.843300424294,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,2,2,271375.3551090715,31327.587970863962,49603.07318162445,3796.583969497401
0.0,99262.84594186359,122207.6318212108,30141.32005916109,209046.36792914997,0.0,7217.171652217548,9348.644055927918,3476.0055483735737,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,3,2,271273.1310032318,31284.04820404009,49592.597007514116,3791.3352696374523
0.0,99242.18059590086,122178.91389850328,30129.351695543282,209210.4239504793,0.0,7206.61506474662,9334.975483189151,3470.895584708556,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,4,2,271165.1660296527,31238.05853262537,49581.53940132368,3785.7920299282296
0.0,99219.69857840773,122147.60868820205,30116.29821525162,209389.79693257238,0.0,7195.103523916368,9320.069869610295,3465.321426711987,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,5,2,271047.4180952518,31187.89111112238,49569.495439854436,3779.747116617905
0.0,99194.67267856402,122112.6397840569,30101.703049303247,209590.88450343636,0.0,7182.237071614982,9303.408965545521,3459.08726944659,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,6,2,270915.7762420126,31131.78369767026,49556.06109456736,3772.990359420469
0.0,99166.45976871798,122072.9921599714,30085.127734090154,209819.73396630058,0.0,7167.634481983296,9284.498690682278,3452.0043943582673,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,7,2,270766.3013703306,31068.03782527701,49540.86485569716,3765.3213928486684
0.0,99134.6417151181,122027.86140456033,30066.207310462512,210081.14232166778,0.0,7150.984789349641,9262.935899826512,3443.914391451293,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,8,2,270595.7355624145,30995.22779837803,49523.632707491335,3756.5767377135808
0.0,99099.25818590053,121976.88780867658,30044.73408625291,210377.2498027427,0.0,7132.126966149117,9238.511618080363,3434.7242842835944,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,9,2,270402.2800707845,30912.51683714048,49504.29266666241,3746.6716717309782
0.0,99061.15411214325,121920.46304289506,30020.75606123228,210705.71081020925,0.0,7111.150206441562,9211.340915861354,3424.4478472971928,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,10,2,270186.5385227679,30820.028903743187,49483.121227611846,3735.652920774696
0.0,99022.46009699735,121860.09601834646,29994.67023134083,211057.57972414684,0.0,7088.507177957836,9182.009506108985,3413.2459234537196,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,11,2,269952.4885157588,30719.211587345162,49460.93275368399,3723.758137248037
0.0,98986.7691010827,121798.70454539353,29967.30831190426,211415.78571553426,0.0,7065.124609589147,9151.716812970863,3401.4696571433556,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,12,2,269708.3728134317,30613.225204860726,49439.18440467947,3711.47396356198
0.0,98956.4208102235,121739.37297228965,29939.805260721536,211762.50075760685,0.0,7042.124536063093,9121.915665509925,3389.616040644945,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,13,2,269464.7466511464,30506.54273376421,49419.090974025225,3699.3897645208517
0.0,98928.55239473532,121681.63217526095,29912.565741882165,212100.20609528033,0.0,7019.580466232765,9092.702874305473,3377.87245689124,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,14,2,269224.17287688237,30400.850706731835,49399.90812264048,3687.5445709783116
0.0,98898.01409643357,121622.44275330007,29885.19642200876,212445.94935124146,0.0,6996.662807546127,9063.007066848502,3366.077624758483,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,15,2,268981.6254130845,30294.697542047063,49379.8040154676,3675.5033503133336
0.0,98862.22182810484,121561.57230778728,29858.16401019888,212800.84502540142,0.0,6973.52017094152,9033.023537638412,3354.44608605072,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,16,2,268740.3013941572,30190.01397726492,49358.14978030629,3663.3448588881174
0.0,98823.8231699825,121502.19162683292,29832.58490761751,213146.58199198716,0.0,6951.281528526488,9004.214788022266,3343.4655858089786,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,2,17,2,268510.69830068486,30091.189651047745,49336.248442137075,3651.6622631843666
